Title,Release Date,Developer,Publisher,Genres,Product Rating,User Score,User Ratings Count,console
Jupiter & Mars,4/22/2019,Tigertron,Tigertron,Action Adventure,Rated E For Everyone,5,18,PlayStation 4
Jupiter Hell,2021-05-08,ChaosForge,Hyperstrange,Turn-Based Tactics,,7.7,15,PC
Jurassic Park III: The DNA Factor,7/16/2001,Konami Computer Entertainment Hawaii,Konami,2D Platformer,Rated E For Everyone,5.5,,Game Boy Advance
Jurassic Park: Classic Games Collection,11/21/2023,Carbon Engine,Limited Run Games,Compilation,Rated E +10 For Everyone +10,,,PlayStation 5
Jurassic Park: Operation Genesis,3/26/2003,Blue Tongue Entertainment,Universal Interactive,Tycoon,Rated T For Teen,8.2,20,PC
Jurassic Park: The Game,11/15/2011,Telltale Games,Telltale Games,Point-and-Click,Rated T For Teen,4.7,204,PC
Jurassic World Aftermath Collection,2022-10-11,Coatsink Software,Coatsink Software,Compilation,Rated T For Teen,,,Nintendo Switch
Jurassic World Evolution,2018-11-06,Frontier Developments,Frontier Developments,Tycoon,Rated T For Teen,7.3,327,PlayStation 4
Jurassic World Evolution 2,2021-09-11,Frontier Developments,Frontier Developments,Tycoon,Rated T For Teen,6.8,65,Xbox Series X
Jurassic World Evolution: Complete Edition,2020-03-11,Frontier Developments,Frontier Developments,Tycoon,,7.5,31,Nintendo Switch
Jusant,10/31/2023,DONTNOD Entertainment,DONTNOD Entertainment,Action Adventure,Rated E For Everyone,7.8,61,Xbox Series X
Just Cause,9/27/2006,Avalanche Studios,Eidos Interactive,Open-World Action,Rated M For Mature,6.5,46,PC
Just Cause 2,3/23/2010,Avalanche Studios,Square Enix,Open-World Action,Rated M For Mature,7.9,257,PC
Just Cause 3,11/30/2015,Avalanche Studios,Square Enix,Open-World Action,Rated M For Mature,6,940,PlayStation 4
Just Cause 3: Sky Fortress,3/15/2016,Avalanche Studios,Square Enix,Open-World Action,,5.9,22,PC
Just Cause 4,2018-04-12,Avalanche Studios,Square Enix,Open-World Action,Rated M For Mature,4.8,473,Xbox One
Just Dance,11/17/2009,Ubisoft Paris,Ubisoft,Dancing,Rated E +10 For Everyone +10,6.2,30,Wii
Just Dance 2,2010-12-10,Ubisoft,Ubisoft,Dancing,Rated E +10 For Everyone +10,7.2,32,Wii
Just Dance 2014 (French),2013-08-10,Ubisoft,Ubisoft,Dancing,Rated E +10 For Everyone +10,7.9,37,Xbox One
Just Dance 2015,10/21/2014,Ubisoft,Ubisoft,Dancing,Rated E +10 For Everyone +10,7.6,21,Xbox One
Just Dance 2016,10/20/2015,Ubisoft,Ubisoft,Dancing,Rated E +10 For Everyone +10,5.9,28,Xbox One
Just Dance 2017,2017-03-03,Ubisoft Paris,Ubisoft,Dancing,Rated E +10 For Everyone +10,5.3,73,Wii U
Just Dance 2018,10/24/2017,Ubisoft Paris,Ubisoft,Dancing,Rated E +10 For Everyone +10,5.6,42,Xbox One
Just Dance 2019,10/23/2018,Ubisoft Paris,Ubisoft,Dancing,Rated E For Everyone,6,27,PlayStation 4
Just Dance 2020,2019-05-11,Ubisoft Paris,Ubisoft,Dancing,Rated E +10 For Everyone +10,6.3,43,Xbox One
Just Dance 2021,2020-12-11,Ubisoft,Ubisoft,Dancing,Rated E For Everyone,5.6,22,Nintendo Switch
Just Dance 2022,2021-04-11,Ubisoft,Ubisoft,Dancing,Rated E +10 For Everyone +10,5.4,19,PlayStation 4
Just Dance 2023 Edition,11/22/2022,Ubisoft,Ubisoft,Dancing,Rated E For Everyone,5.6,25,Nintendo Switch
Just Dance 2024 Edition,10/24/2023,Ubisoft,Ubisoft,Dancing,Rated E For Everyone,5.1,15,Nintendo Switch
Just Dance 3,2011-07-10,Ubisoft,Ubisoft,Dancing,Rated E +10 For Everyone +10,7.7,19,Wii
Just Dance 4,2012-09-10,Ubisoft,Ubisoft,Dancing,Rated E +10 For Everyone +10,7.7,38,Xbox 360
Just Shapes & Beats,5/31/2018,Berzerk Studio,Berzerk Studio,Rhythm,Rated E +10 For Everyone +10,8.5,81,PC
JUSTICE LEAGUE : Earth's Final Defense,2012-01-08,CJ E&M Games,CJ E&M Games,Adventure,,,,iOS (iPhone)
Justice League Heroes,10/17/2006,Snowblind Studios,Warner Bros. Interactive Entertainment,Action RPG,Rated T For Teen,7.9,36,Xbox
Justice League Heroes: The Flash,10/17/2006,WayForward,Warner Bros. Interactive Entertainment,2D Beat-'Em-Up,Rated E +10 For Everyone +10,8.3,6,Game Boy Advance
Justice League: Chronicles,2003-12-11,Full Fat,Midway,2D Beat-'Em-Up,Rated E For Everyone,,,Game Boy Advance
Justice League: Injustice for All,11/17/2002,Saffire,Midway,2D Platformer,Rated E For Everyone,,,Game Boy Advance
JYDGE,2017-03-10,10tons,10tons,Top-Down Shoot-'Em-Up,Rated T For Teen,6.5,11,PC
K-1 World Grand Prix,2003-09-07,Konami,Konami,Combat Sport,Rated T For Teen,7.5,,PlayStation 2
Kabuki Warriors,11/19/2001,Light Weight,Crave,2D Fighting,Rated M For Mature,1.7,6,Xbox
Kaiju Wars,4/28/2022,Foolish Mortals Games,Foolish Mortals Games,Turn-Based Tactics,,7.3,,PC
KAIRO,1/24/2013,Richard Perrin,Richard Perrin,First-Person Adventure,,7.6,5,PC
Kakuto Chojin,2002-11-11,DreamFactory,Microsoft Game Studios,3D Fighting,Rated T For Teen,5.8,,Xbox
Kalimba,12/17/2014,Press Play,Press Play,Action Puzzle,Rated E For Everyone,7.4,35,Xbox One
Kameo: Elements of Power,2005-07-11,Rare Ltd.,Microsoft Game Studios,Action Adventure,Rated T For Teen,8.1,112,Xbox 360
KAMI RETRO,2011-10-03,GAMEVIL Inc.,GAMEVIL Inc.,2D Platformer,,,,iOS (iPhone)
Kamiko,4/27/2017,Skipmore,Flyhigh Works,Action Adventure,Rated E For Everyone,7.5,109,Nintendo Switch
Kamiwaza: Way of the Thief,2022-11-10,Acquire,NIS America,Action Adventure,Rated T For Teen,,,Nintendo Switch
Kandagawa Jet Girls,8/18/2020,Honey Parade Games,XSEED Games,Arcade Racing,Rated T For Teen,6.2,17,PlayStation 4
Kane & Lynch 2: Dog Days,8/17/2010,Io Interactive,Square Enix,Third Person Shooter,Rated M For Mature,5.4,148,PlayStation 3
Kane & Lynch: Dead Men,11/13/2007,Io Interactive,Eidos Interactive,Tactical Third Person Shooter,Rated M For Mature,5.7,68,PC
Kao the Kangaroo,5/27/2022,Tate Multimedia,Tate Multimedia,3D Platformer,Rated E +10 For Everyone +10,7.4,19,PC
KAO the Kangaroo (2000),2/13/2001,X-Ray Interactive,Titus Software,3D Platformer,Rated E For Everyone,6.1,9,Dreamcast
KAO the Kangaroo (2001),2001-11-12,Titus Software,Titus Software,2D Platformer,Rated E For Everyone,6.5,,Game Boy Advance
Kao the Kangaroo Round 2,3/29/2006,Tate Interactive,Atari SA,3D Platformer,Rated E For Everyone,8.1,17,PC
Kapital: Sparks of Revolution,4/28/2022,Lapovich,1C Entertainment,Management,,,,PC
Kaptain Brawe: A Brawe New World,12/15/2011,G5 Entertainment,G5 Entertainment,Point-and-Click,,,,PC
Karaoke Revolution,2004-10-11,Secret Level,Konami,Rhythm,Rated E For Everyone,,,PlayStation 3
Karaoke Revolution (2003),10/24/2003,Harmonix Music Systems,Konami,Rhythm,Rated E For Everyone,4,,PlayStation 2
Karaoke Revolution Party,2005-08-11,Harmonix Music Systems,Konami,Rhythm,Rated E +10 For Everyone +10,,,PlayStation 2
Karaoke Revolution Presents: American Idol,2007-02-01,Blitz Games,Konami,Rhythm,Rated E +10 For Everyone +10,,,PlayStation 2
Karaoke Revolution Presents: American Idol Encore,2008-05-02,Blitz Games,Konami,Rhythm,Rated E For Everyone,,,PlayStation 2
Karaoke Revolution Volume 2,7/13/2004,Harmonix Music Systems,Konami,Rhythm,Rated E For Everyone,,,PlayStation 2
Karaoke Revolution Volume 3,2004-09-11,Harmonix Music Systems,Konami,Rhythm,Rated E For Everyone,,,PlayStation 2
Karateka (2012),2012-07-11,Liquid Entertainment,D3Publisher,2D Fighting,Rated T For Teen,6.7,23,PlayStation 3
Kard Combat,7/13/2011,Hothead Games Inc.,Hothead Games Inc.,Board,,,,iOS (iPhone)
KarmaZoo,11/14/2023,Pastagames,Devolver Digital,2D Platformer,Rated E For Everyone,,,PC
Karnaaj Rally,2003-02-01,Paragon 5,Jaleco Entertainment,Vehicle Combat Sim,Rated E For Everyone,,,Game Boy Advance
Karoshi,2011-08-02,YoYo Games,YoYo Games,2D Platformer,,5.8,5,iOS (iPhone)
Katamari Amore,10/27/2011,Namco Bandai Games,Namco Bandai Games,Miscellaneous,,,,iOS (iPhone)
Katamari Damacy,9/21/2004,Now Production,Namco,Action Adventure,Rated E For Everyone,8.7,111,PlayStation 2
Katamari Damacy REROLL,2018-07-12,Bandai Namco Games,Bandai Namco Games,Action Adventure,Rated E For Everyone,7.9,117,Nintendo Switch
Katamari Forever,9/22/2009,Bandai Namco Games,Bandai Namco Games,Action,Rated E For Everyone,7.6,45,PlayStation 3
Katana Kami: A Way of the Samurai Story,2/20/2020,Acquire,Spike Chunsoft,Action RPG,Rated M For Mature,6.4,12,PlayStation 4
Katana ZERO,4/17/2019,Askiisoft,Devolver Digital,2D Platformer,Rated M For Mature,8.5,306,PC
Kathy Rain,2016-05-05,Clifftop Games,Raw Fury,Point-and-Click,,7.8,98,PC
Kayak VR: Mirage,2/22/2023,Better Than Life,Better Than Life,Individual Sports,Rated E For Everyone,5.1,32,PC
Kaze and the Wild Masks,3/26/2021,PixelHive,Soedesco,2D Platformer,Rated E For Everyone,8.2,43,PC
Keep Talking and Nobody Explodes,8/16/2018,Steel Crate Games,Steel Crate Games,Action Puzzle,Rated E +10 For Everyone +10,7.8,17,PC
Keepsake,3/31/2006,Wicked Studios,The Adventure Company,Point-and-Click,Rated E For Everyone,6.4,15,PC
Kelly Slater's Pro Surfer,9/16/2002,Treyarch,Activision,Surfing,Rated E For Everyone,8.2,5,GameCube
Kelvin and the Infamous Machine,7/21/2016,Blyts,Blyts,Point-and-Click,,7.1,21,PC
Ken Follett's The Pillars of the Earth,8/15/2017,Daedalic Entertainment,Daedalic Entertainment,Visual Novel,Rated M For Mature,8.1,96,PC
Kena: Bridge of Spirits,9/21/2021,Emberlab,Emberlab,Action Adventure,Rated T For Teen,8.4,1405,PlayStation 5
Kengo: Legend of the 9,2007-11-09,Genki,Majesco,3D Beat-'Em-Up,Rated M For Mature,4.4,5,Xbox 360
Kengo: Master of Bushido,2001-03-01,Light Weight,Crave,3D Fighting,Rated M For Mature,7.7,7,PlayStation 2
Kenka Bancho: Badass Rumble,2009-10-11,Bullets,Atlus,3D Beat-'Em-Up,Rated T For Teen,7.7,6,PSP
Kenshi,11/21/2011,Lo-Fi Games,Lo-Fi Games,RPG,,8.5,297,PC
Kentucky Route Zero,2/22/2013,Cardboard Computer,Cardboard Computer,Adventure,,6.9,73,PC
Kentucky Route Zero - Act I,2013-07-01,Cardboard Computer,Cardboard Computer,Adventure,,7.5,125,PC
Kentucky Route Zero - Act II,5/31/2013,Cardboard Computer,Cardboard Computer,Adventure,,7.5,53,PC
Kentucky Route Zero - Act III,2014-06-05,Cardboard Computer,Cardboard Computer,Adventure,,6.7,178,PC
Kentucky Route Zero - Act IV,7/19/2016,Cardboard Computer,Cardboard Computer,Adventure,,6.1,54,PC
Kentucky Route Zero: TV Edition,1/28/2020,Cardboard Computer,Annapurna Interactive,Adventure,Rated T For Teen,7.2,86,Nintendo Switch
Kerbal Space Program,6/24/2011,Squad,Squad,Space Sim,,8.2,745,PC
Kerbal Space Program: Enhanced Edition,1/16/2018,BlitWorks,Squad,Space Sim,Rated E For Everyone,5.5,32,PlayStation 4
Kerbal Space Program: Making History,3/13/2018,Squad,Squad,Space Sim,,6,9,PC
Kero Blaster,2014-11-05,Studio Pixel,Studio Pixel,2D Platformer,,7.2,45,PC
Kersploosh!,2013-07-03,Poisoft,Nintendo,Miscellaneous,Rated E For Everyone,7,7,3DS
Kessen,11/13/2000,Koei,Electronic Arts,Real-Time Strategy,Rated T For Teen,,,PlayStation 2
Kessen II,9/26/2001,Koei,Koei,Real-Time Strategy,Rated T For Teen,8.1,19,PlayStation 2
Kessen III,2/22/2005,Koei,Koei,Real-Time Strategy,Rated T For Teen,9.2,18,PlayStation 2
Ketzal's Corridors,2012-12-04,Keys Factory,Nintendo,Action Puzzle,Rated E For Everyone,7.6,19,3DS
KeyWe,8/31/2021,Stonewheat & Sons,Sold Out,Action Puzzle,,8.7,6,PC
Kholat,2015-09-06,IMGN.PRO,IMGN.PRO,First-Person Adventure,,6.8,146,PC
Kick & Fennick,2015-03-02,Jaywalkers Interactive,Green Hill,2D Platformer,Rated E +10 For Everyone +10,7.3,41,PlayStation Vita
Kick-Ass: The Game,4/29/2010,Frozen Codebase,WHA Entertainment,Adventure,Rated M For Mature,3.3,13,PlayStation 3
KickBeat,2013-03-09,Zen Studios,Zen Studios,Rhythm,Rated T For Teen,7.4,31,PlayStation Vita
Kickin Momma,2011-04-08,Hothead Games Inc.,Hothead Games Inc.,Action,,,,iOS (iPhone)
Kid Icarus,3/23/2012,Arika,Nintendo,2D Platformer,Rated E For Everyone,7.3,53,3DS
Kid Icarus: Uprising,3/23/2012,Project Sora,Nintendo,Action Adventure,Rated E +10 For Everyone +10,8.7,652,3DS
Kid Tripp,2013-01-08,,,2D Platformer,,,,iOS (iPhone)
Kill It With Fire,8/13/2020,Casey Donnellan Games LLC,tinyBuild,Simulation,,6.8,24,PC
Kill la Kill: IF,7/26/2019,Aplus,Arc System Works,3D Fighting,Rated M For Mature,6.5,58,PlayStation 4
Kill Strain,2016-12-07,SCEA San Diego Studios,Sony Interactive Entertainment,Third Person Shooter,Rated T For Teen,7.2,31,PlayStation 4
Killer Instinct,11/22/2013,Double Helix Games,Microsoft Game Studios,2D Fighting,Rated T For Teen,6.4,657,Xbox One
Killer Instinct Season 3,3/29/2016,Iron Galaxy Studios,Microsoft Game Studios,2D Fighting,,6.6,149,Xbox One
Killer Is Dead,8/27/2013,Grasshopper Manufacture,XSEED Games,Action Adventure,Rated M For Mature,7.8,239,PlayStation 3
Killer Queen Black,2019-11-10,Liquid Bit,Liquid Bit,Arcade,Rated E +10 For Everyone +10,8.2,55,Nintendo Switch
Killer7,2005-07-07,Grasshopper Manufacture,Capcom,Action Adventure,Rated M For Mature,8.6,80,GameCube
Killing Floor,5/14/2009,Tripwire Interactive,Tripwire Interactive,FPS,Rated M For Mature,8.3,783,PC
Killing Floor 2,11/16/2016,Tripwire Interactive,Deep Silver,FPS,Rated M For Mature,7.1,224,PC
Killing Floor: Incursion,2018-01-05,Tripwire Interactive,Tripwire Interactive,Light Gun,Rated M For Mature,5.4,14,PC
Killsquad,10/21/2021,Novarama,Novarama,Action RPG,,6.7,7,PC
Killzone,2004-02-11,Guerrilla,SCEA,FPS,Rated M For Mature,7.6,249,PlayStation 2
Killzone 2,2/27/2009,Guerrilla,SCEA,FPS,Rated M For Mature,7.9,958,PlayStation 3
Killzone 3,2/22/2011,Guerrilla,SCEA,FPS,Rated M For Mature,8.1,1157,PlayStation 3
Killzone HD,10/23/2012,Supermassive Games,SCEA,FPS,Rated M For Mature,6.5,112,PlayStation 3
Killzone: Liberation,10/31/2006,Guerrilla,SCEA,Top-Down Shoot-'Em-Up,Rated T For Teen,7.9,112,PSP
Killzone: Mercenary,2013-10-09,Guerilla Cambridge,SCEA,FPS,Rated M For Mature,8.8,641,PlayStation Vita
Killzone: Shadow Fall,11/15/2013,Guerrilla,SCEA,FPS,Rated M For Mature,6.9,2642,PlayStation 4
Killzone: Shadow Fall - Intercept,6/24/2014,Guerrilla,SCEA,FPS,Rated M For Mature,6.8,79,PlayStation 4
Kine,10/17/2019,Gwen Frey,Chump Squad,Action Puzzle,Rated E For Everyone,,,PC
Kinect Adventures!,2010-04-11,Good Science Studio,Microsoft Game Studios,Party,Rated E For Everyone,6.3,134,Xbox 360
Kinect Joy Ride,2010-04-11,BigPark,Microsoft Game Studios,Auto Racing,Rated E For Everyone,5.4,24,Xbox 360
Kinect Nat Geo TV,9/18/2012,Relentless Software,Microsoft Game Studios,Edutainment,Rated E +10 For Everyone +10,7.8,6,Xbox 360
Kinect Party,12/17/2012,Double Fine Productions,Microsoft Game Studios,Party,Rated E For Everyone,6.6,21,Xbox 360
Kinect Rush: A Disney-Pixar Adventure,3/20/2012,Asobo Studio,Microsoft Game Studios,Adventure,Rated E For Everyone,5.1,20,Xbox 360
Kinect Sports,2010-04-11,Rare Ltd.,Microsoft Game Studios,Sports,Rated E +10 For Everyone +10,7.7,128,Xbox 360
Kinect Sports Rivals,2014-08-04,Microsoft Game Studios,Microsoft Game Studios,Sports,Rated E +10 For Everyone +10,5,148,Xbox One
Kinect Sports: Season Two,10/25/2011,BigPark,Microsoft Game Studios,Sports,Rated E For Everyone,7,48,Xbox 360
Kinect Star Wars,2012-03-04,Terminal Reality,Microsoft Game Studios,Action,Rated T For Teen,3.9,162,Xbox 360
Kinect: Disneyland Adventures,11/15/2011,Frontier Developments,Microsoft Game Studios,Action Adventure,Rated E +10 For Everyone +10,3.1,76,Xbox One
Kinectimals,2010-04-11,Frontier Developments,Microsoft Game Studios,Virtual Life,Rated E For Everyone,3.6,77,Xbox 360
Kinetica,10/14/2001,SCE Santa Monica,SCEA,Future Racing,Rated T For Teen,7.4,9,PlayStation 2
King Arthur,11/17/2004,Krome Studios,Konami,3D Beat-'Em-Up,Rated T For Teen,8.6,12,PlayStation 2
King Arthur II: The Role-Playing Wargame,1/27/2012,NeocoreGames,Paradox Interactive,Strategy,Rated T For Teen,6.5,97,PC
King Arthur: Fallen Champions,9/16/2011,NeocoreGames,Paradox Interactive,Real-Time Strategy,,5.1,7,PC
King Arthur: Knight's Tale,4/26/2022,NeocoreGames,NeocoreGames,Turn-Based Tactics,,7.6,60,PC
King Arthur: The Role-Playing Wargame,11/24/2009,NeocoreGames,Paradox Interactive,Real-Time Strategy,Rated T For Teen,7.4,92,PC
King Cashing 2,2/28/2013,,,Action,,5.5,6,iOS (iPhone)
King Oddball,2014-08-04,10tons,10tons,Action Puzzle,Rated E +10 For Everyone +10,5.5,42,iOS (iPhone)
King of Clubs,2008-04-08,Oxygen Interactive,Crave,Golf,Rated E For Everyone,,,Wii
King of Dragon Pass,2/14/2011,A Sharp,A Sharp,Strategy,,7,29,PC
King of Fighters R-2,2020-07-08,Code Mystics Inc.,SNK Corporation,2D Fighting,Rated E +10 For Everyone +10,,,Nintendo Switch
King of Fighters: Maximum Impact,2004-12-10,SNK Playmore,SNK Playmore,3D Fighting,Rated T For Teen,7.4,12,PlayStation 2
King of Fighters: Maximum Impact - Maniax,6/28/2005,SNK Playmore,SNK Playmore,3D Fighting,Rated T For Teen,,,Xbox
King of Thieves,2015-12-02,ZeptoLab,ZeptoLab,Action,,5.3,7,iOS (iPhone)
Kingdom (2015),10/21/2015,Thomas van den Berg,Raw Fury,Action,,7.6,95,PC
Kingdom Come: Deliverance,2/13/2018,Warhorse Studios,Warhorse Studios,Action RPG,Rated M For Mature,8.1,3044,PC
Kingdom Come: Deliverance - From The Ashes,2018-05-07,Warhorse Studios,Deep Silver,Action RPG,Rated M For Mature,5.7,33,PlayStation 4
Kingdom Eighties,6/26/2023,Fury Studios,Raw Fury,Strategy,,7.4,5,PC
Kingdom Hearts,9/16/2002,SquareSoft,SquareSoft,Action RPG,Rated E For Everyone,8.7,1184,PlayStation 2
Kingdom Hearts 358/2 Days,9/29/2009,h.a.n.d. Inc.,Square Enix,Action RPG,Rated E +10 For Everyone +10,8.3,401,DS
Kingdom Hearts 3D: Dream Drop Distance,2012-05-06,Square Enix,Square Enix,Action RPG,Rated E +10 For Everyone +10,8.2,558,3DS
Kingdom Hearts HD 1.5 ReMIX,2013-10-09,Square Enix,Square Enix,Compilation,Rated E +10 For Everyone +10,8.7,539,PlayStation 3
Kingdom Hearts HD 2.5 ReMIX,2014-02-12,Square Enix,Square Enix,Compilation,Rated E +10 For Everyone +10,8.8,497,PlayStation 3
Kingdom Hearts HD 2.8 Final Chapter Prologue,1/24/2017,Square Enix,Square Enix,Action RPG,Rated E +10 For Everyone +10,8.2,447,PlayStation 4
Kingdom Hearts HD I.5 + II.5 Remix,3/28/2017,Square Enix,Square Enix,Compilation,Rated E +10 For Everyone +10,8.9,675,PlayStation 4
Kingdom Hearts II,3/28/2006,Square Enix,Square Enix,Action RPG,Rated E +10 For Everyone +10,9,1229,PlayStation 2
Kingdom Hearts III,1/29/2019,Square Enix,Square Enix,Action RPG,Rated E +10 For Everyone +10,7.9,2558,Xbox One
Kingdom Hearts III - Re Mind,1/23/2020,Square Enix,Square Enix,Action RPG,Rated E +10 For Everyone +10,6.2,213,PlayStation 4
Kingdom Hearts Integrum Masterpiece for Cloud,2022-10-02,Square Enix,Square Enix,Compilation,Rated E +10 For Everyone +10,1.5,17,Nintendo Switch
Kingdom Hearts Re:Chain of Memories,2008-02-12,Jupiter Corporation,Square Enix,Action RPG,Rated E +10 For Everyone +10,7.6,385,PlayStation 2
Kingdom Hearts Re:coded,2011-11-01,Square Enix,Square Enix,Action RPG,Rated E +10 For Everyone +10,8.1,277,DS
Kingdom Hearts: Birth by Sleep,2010-07-09,Square Enix,Square Enix,Action RPG,Rated E +10 For Everyone +10,8.4,571,PSP
Kingdom Hearts: Chain of Memories,2004-07-12,Jupiter Corporation,Square Enix,Action RPG,Rated E For Everyone,8.5,269,Game Boy Advance
Kingdom Hearts: Melody of Memory,11/13/2020,indieszero,Square Enix,Rhythm,Rated E +10 For Everyone +10,7.1,107,Xbox One
Kingdom of Paradise,11/15/2005,Climax Entertainment,SCEA,Action RPG,Rated T For Teen,7.4,17,PSP
KINGDOM of the DEAD,2022-10-02,Dirigo Games,Hook Games,FPS,,5.9,9,PC
Kingdom Rush,12/19/2011,Armor Games,Armor Games,Defense,,8.6,126,iOS (iPhone)
Kingdom Rush Frontiers,2013-06-06,Ironhide S.A.,Ironhide Game Studio,Defense,,8.2,51,iOS (iPhone)
Kingdom Two Crowns,2018-11-12,Coatsink Software,Raw Fury,Action Adventure,Rated E +10 For Everyone +10,7.5,49,Nintendo Switch
Kingdom Under Fire II,11/18/2019,Blueside,Gameforge,Real-Time Strategy,,5.6,21,PC
Kingdom Under Fire: A War of Heroes,1/18/2001,Bloom Technology,Gathering,Real-Time Strategy,Rated T For Teen,5.9,9,PC
Kingdom Under Fire: Circle of Doom,2008-08-01,Blueside,Microsoft Game Studios,Action RPG,Rated M For Mature,4.7,26,Xbox 360
Kingdom Under Fire: Heroes,9/20/2005,Phantagram,Microsoft Game Studios,Real-Time Strategy,Rated M For Mature,6.9,18,Xbox
Kingdom Under Fire: The Crusaders,2004-12-10,Phantagram,Microsoft Game Studios,Real-Time Strategy,Rated M For Mature,8.3,26,Xbox
Kingdoms and Castles,7/20/2017,"Lion Shield, LLC","Lion Shield, LLC",Management,,7.2,30,PC
Kingdoms of Amalur: Reckoning,2012-07-02,Big Huge Games,Electronic Arts,Action RPG,Rated M For Mature,7.8,475,PC
Kingdoms of Amalur: Reckoning - The Legend of Dead Kel,3/20/2012,Big Huge Games,Electronic Arts,Action RPG,Rated M For Mature,7.8,37,Xbox 360
Kingdoms of Amalur: Re-Reckoning,2020-08-09,Kaiko,THQ Nordic,Action RPG,Rated M For Mature,6.9,151,Xbox One
King's Bounty II,8/24/2021,1C Entertainment,1C Entertainment,Turn-Based Tactics,Rated T For Teen,5.1,137,PlayStation 4
King's Bounty: Armored Princess,11/19/2009,Katauri Interactive,1C Entertainment,Turn-Based Strategy,Rated T For Teen,8.6,254,PC
King's Bounty: Crossworlds,9/17/2010,Katauri Interactive,1C Entertainment,Turn-Based Strategy,Rated T For Teen,8.4,131,PC
King's Bounty: Dark Side,8/19/2014,1C-Softclub,1C Entertainment,Turn-Based Strategy,,6.4,100,PC
King's Bounty: The Legend,9/23/2008,Katauri Interactive,Atari SA,Turn-Based Tactics,Rated T For Teen,8.6,332,PC
King's Bounty: Warriors of the North,10/25/2012,Katauri Interactive,1C Entertainment,Turn-Based Strategy,,6.9,116,PC
King's Field: The Ancient City,3/25/2002,From Software,Agetec,Western RPG,Rated T For Teen,8.4,29,PlayStation 2
